geohash,no_poi,maxspeed
w21zuhp,,40.0
w21zuhp,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,60.0
w21zuh7,,60.0
w21zuh7,,60.0
w21zuh7,,60.0
w21zuh7,,60.0
w21zuh7,,60.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,60.0
w21zuh7,,60.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zuh7,,50.0
w21zktw,,40.0
w21zktw,,40.0
w21zktw,,40.0
w21zktw,,40.0
w21zktw,,40.0
w21zktw,,40.0
w21zktw,,40.0
w21zktw,,40.0
w21zkt6,,40.0
w21zkt6,,40.0
w21zkt6,,40.0
w21zkt6,,40.0
w21zkt6,,40.0
w21zkt6,,40.0
w21zktc,,50.0
w21zktc,,50.0
w21zktc,,50.0
w21z67v,,50.0
w21z67v,,50.0
w21z67v,,50.0
w21z642,,25.0
w21z66n,,50.0
w21z66n,,50.0
w21z66n,,50.0
w21z66n,,50.0
w21z61y,,50.0
w21z61y,,50.0
w21z61y,,50.0
w21z61y,,50.0
w21z61y,,50.0
w21z61u,,50.0
w21z61u,,50.0
w21z61u,,50.0
w21z61g,,50.0
w21z61g,,50.0
w21z61g,,50.0
w21z61g,,50.0
w21z61g,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21z66c,,50.0
w21zshn,,50.0
w21zshn,,50.0
w21zshn,,50.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkxz,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkz1,,40.0
w21zkzu,,40.0
w21zkzu,,40.0
w21zkzu,,40.0
w21zkzu,,40.0
w21zkzu,,40.0
w21zkzk,,40.0
w21zkzk,,40.0
w21zkzk,,40.0
w21zkzk,,40.0
w21zkzk,,40.0
w21zkzk,,40.0
w21zkzk,,50.0
w21zkyy,,50.0
w21zkyy,,50.0
w21zkyy,,50.0
w21zkxq,,40.0
w21zkxq,,40.0
w21zkwy,,40.0
w21zkwy,,40.0
w21zkwy,,40.0
w21zkwy,,40.0
w21zkxm,,40.0
w21zkxm,,40.0
w21zkxm,,40.0
w21zkxm,,40.0
w21zkwz,,40.0
w21zkwz,,40.0
w21zkxw,,40.0
w21zkxw,,50.0
w21zkxw,,50.0
w21zkxw,,40.0
w21zkxh,,50.0
w21zkxh,,50.0
w21zkxh,,50.0
w21zkxh,,50.0
w21zkxh,,50.0
w21zkxh,,50.0
w21zkxk,,50.0
w21zkx5,,50.0
w21zkx5,,50.0
w21zkx5,,50.0
w21zkx5,,50.0
w21zg5c,,50.0
w21zg5c,,50.0
w21zg5c,,50.0
w21zg5c,,50.0
w21zg5c,,50.0
w21zg5c,,50.0
w21zg2s,,40.0
w21zg2s,,40.0
w21zg2s,,90.0
w21zg2s,,90.0
w21zg2s,,40.0
w21zg2s,,40.0
w21zg2s,,40.0
w21zg2s,,40.0
w21zg2s,,40.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zg2k,,90.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zg2k,,90.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zg2k,,40.0
w21zsr7,,50.0
w21zsr7,,80.0
w21zsr7,,80.0
w21zsr7,,50.0
w21zsr7,,50.0
w21zs5f,,50.0
w21zs5f,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zs5g,,50.0
w21zkxe,,50.0
w21zkxe,,50.0
w21zkxe,,50.0
w21zkxe,,50.0
w21zkxe,,50.0
w21zkxe,,50.0
w21zkx4,,50.0
w21zkx4,,50.0
w21zkx4,,50.0
w21zkx4,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkx1,,50.0
w21zkzg,,40.0
w21zkzg,,40.0
w21zkzg,,40.0
w21zg28,,50.0
w21zg28,,50.0
w21zg30,,50.0
w21zg30,,50.0
w21zg30,,50.0
w21zg30,,50.0
w21zg64,,40.0
w21zg64,,40.0
w21zg64,,50.0
w21zg1y,,40.0
w21zg1y,,40.0
w21zg1y,,40.0
w21zg1y,,40.0
w21zg1y,,40.0
w21zthz,,50.0
w21zthz,,60.0
w21zthz,,60.0
w21zthz,,50.0
w21zthz,,50.0
w21zthz,,50.0
w21zthz,,60.0
w21ztr2,,50.0
w21ztr2,,50.0
w21ztr2,,60.0
w21ztr2,,60.0
w21ztr2,,60.0
w21ztr2,,40.0
w21ztr2,,40.0
w21ztr2,,60.0
w21ztr2,,60.0
w21ztr2,,60.0
w21ztr2,,60.0
w21ztr2,,40.0
w21ztr2,,40.0
w21zkk8,,50.0
w21zkk8,,50.0
w21zkk8,,50.0
w21zkk8,,50.0
w21zkk8,,50.0
w21zkk8,,50.0
w21zkkb,,50.0
w21zkkb,,50.0
w21zkkb,,50.0
w21zkkb,,50.0
w21z9ee,,50.0
w21z9ee,,50.0
w21z9ee,,50.0
w21z9ee,,50.0
w21z9df,,50.0
w21z98y,,50.0
w21z98y,,50.0
w21z98y,,40.0
w21z98y,,40.0
w21z98w,,40.0
w21z9b2,,50.0
w21z9b4,,40.0
w21z9bz,,40.0
w21z9cx,,40.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9bd,,50.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9bd,,40.0
w21z9b5,,50.0
w21z9b5,,50.0
w21z9b5,,50.0
w21z9b5,,50.0
w21z9b5,,50.0
w21zd0d,,40.0
w21zd0d,,40.0
w21zd0d,,50.0
w21zd0d,,50.0
w21zd0d,,50.0
w21z9fn,,50.0
w21z9fn,,40.0
w21z9gd,,50.0
w21z9gd,,50.0
w21z9gd,,50.0
w21z9g3,,40.0
w21z9g3,,40.0
w21z9g3,,40.0
w21z9g3,,40.0
w21z9dd,,50.0
w21z9dd,,50.0
w21z9dd,,50.0
w21z9dd,,50.0
w21z9f4,,50.0
w21z9f4,,50.0
w21z9bv,,40.0
w21z9bv,,40.0
w21z9bv,,40.0
w21z9by,,40.0
w21z9by,,40.0
w21z9by,,40.0
w21z9by,,40.0
w21zkh5,,50.0
w21zkh5,,40.0
w21zkh5,,40.0
w21zkh5,,40.0
w21zkh5,,50.0
w21zkh5,,50.0
w21zkjk,,50.0
w21zkjk,,50.0
w21zkjk,,50.0
w21zkjk,,50.0
w21zkjk,,50.0
w21zkh2,,50.0
w21zkh2,,40.0
w21zkh2,,40.0
w21zkh2,,50.0
w21zkh2,,50.0
w21zkh2,,40.0
w21zkj1,,50.0
w21zkj1,,50.0
w21zkj1,,50.0
w21zkj1,,50.0
w21zkqr,,50.0
w21zkqr,,60.0
w21zkqr,,60.0
w21zkqr,,60.0
w21zkqr,,50.0
w21zkqr,,60.0
w21zkq3,,50.0
w21zkq3,,60.0
w21zkq3,,60.0
w21zkq3,,60.0
w21zkq3,,60.0
w21zkq3,,50.0
w21zkq3,,50.0
w21zg2e,,50.0
w21zg2e,,40.0
w21zg2e,,40.0
w21zg2e,,50.0
w21zg2e,,40.0
w21zg2e,,40.0
w21zg38,,50.0
w21zg38,,50.0
w21zg38,,50.0
w21zg38,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21zkpe,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,50.0
w21z3gv,,40.0
w21z3gv,,40.0
w21z3ue,,50.0
w21z3ue,,50.0
w21z3ue,,50.0
w21z3ue,,50.0
w21z3ue,,50.0
w21z3ue,,40.0
w21z3ue,,40.0
w21z3ue,,50.0
w21z3ue,,40.0
w21z3ue,,40.0
w21z3u7,,50.0
w21z3sv,,50.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z3sv,,40.0
w21z6n0,,40.0
w21z6n0,,40.0
w21z6n0,,40.0
w21z6n0,,40.0
w21z6n0,,40.0
w21z3zq,,40.0
w21z3zq,,50.0
w21z3zq,,50.0
w23b4f5,,50.0
w23b4f5,,50.0
w23b4f5,,50.0
w23b4f5,,50.0
w23b4f5,,50.0
w23b4f5,,50.0
w23b4ev,,50.0
w23b4ev,,50.0
w23b4ev,,40.0
w23b49j,,30.0
w23b49j,,30.0
w23b49j,,30.0
w23b4ds,,15.0
w21ztnm,,50.0
w21ztnm,,50.0
w21ztnm,,50.0
w21ztnm,,50.0
w21ztnm,,50.0
w21ztp1,,20.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,60.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,20.0
w21ztp1,,20.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,50.0
w21ztp1,,50.0
w21zvb9,,50.0
w21zvb9,,70.0
w21zvb9,,60.0
w21z3bn,,50.0
w21z3bn,,60.0
w21z3bn,,50.0
w21z3bn,,60.0
w21z3bn,,60.0
w21z3bn,,60.0
w21z3bn,,50.0
w21z3bn,,50.0
w21z3bn,,50.0
w21z3bn,,50.0
w21z3bn,,50.0
w21z3bn,,60.0
w21z3bn,,50.0
w21z3bn,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z1zu,,50.0
w21z3be,,50.0
w21z3be,,50.0
w21z3be,,50.0
w21z3be,,50.0
w21z3gw,,50.0
w21z3gw,,50.0
w21z3gw,,50.0
w21z3gw,,50.0
w21z3cr,,40.0
w21z3bv,,50.0
w23b4u1,,50.0
w23b4u1,,50.0
w23b4u1,,50.0
w23b4u0,,50.0
w23b4u0,,50.0
w23b4u0,,50.0
w23b4u0,,50.0
w23b4uj,,50.0
w23b4gj,,50.0
w23b4gj,,50.0
w23b4gj,,50.0
w23b4g1,,50.0
w23b4g1,,50.0
w23b4g1,,50.0
w23b4g1,,50.0
w23b4em,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zven,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21zvc7,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,60.0
w21z3b3,,60.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,60.0
w21z3b3,,50.0
w21z3b3,,60.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z3b3,,60.0
w21z3b3,,60.0
w21z3b3,,50.0
w21z3b3,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w21z1zg,,50.0
w23b542,,40.0
w23b542,,50.0
w23b542,,50.0
w23b542,,50.0
w23b542,,50.0
w23b542,,40.0
w23b542,,50.0
w23b542,,50.0
w23b542,,50.0
w23b542,,50.0
w23b542,,50.0
w23b107,,50.0
w23b107,,50.0
w23b107,,50.0
w23b107,,50.0
w21zcn8,,50.0
w21zcn8,,50.0
w21zcn8,,60.0
w21zcn8,,50.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w21zcn8,,60.0
w23b4xm,,50.0
w23b4xm,,50.0
w23b4xm,,70.0
w23b4xm,,70.0
w23b4xm,,70.0
w23b4xm,,50.0
w23b4xm,,50.0
w21z4x6,,40.0
w21z4x6,,50.0
w21z4x6,,50.0
w21z4x6,,40.0
w21z4x6,,40.0
w21z4x6,,60.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yf,,50.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,50.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,60.0
w23b4yw,,50.0
w21z3r8,,50.0
w21z3r8,,40.0
w21z3r8,,40.0
w21z3r8,,50.0
w21z3r8,,40.0
w21z3r8,,40.0
w21z3r8,,40.0
w21z3r8,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,50.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3nm,,40.0
w21z3j9,,50.0
w21z3j9,,50.0
w21z3j9,,50.0
w21z3jh,,20.0
w21z3jh,,20.0
w21z3jh,,50.0
w21z3jh,,50.0
w21z3jh,,50.0
w21z3jh,,50.0
w21z3jh,,50.0
w21z3jh,,70.0
w21z3pg,,40.0
w21z3pg,,50.0
w21z3pg,,50.0
w21z3ry,,50.0
w21z3ry,,50.0
w21z3ry,,50.0
w21z3ry,,50.0
w21z3ry,,50.0
w21z3ry,,50.0
w21z96t,,40.0
w21z96t,,40.0
w21z96t,,40.0
w21z96t,,40.0
w21z96t,,40.0
w21z96t,,40.0
w21z96t,,40.0
w21z96t,,40.0
w21z906,,40.0
w21z906,,40.0
w21z96d,,50.0
w21z96d,,50.0
w21z96d,,90.0
w21z96d,,50.0
w21z96d,,50.0
w21z96d,,50.0
w21z94s,,50.0
w21z94s,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4z8,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4xq,,50.0
w23b4z1,,50.0
w23b4z1,,50.0
w23b4z1,,50.0
w23b4z1,,50.0
w23b4z1,,50.0
w23b4z4,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b4z3,,50.0
w23b5h6,,50.0
w23b5h6,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4ux,,50.0
w23b4xe,,50.0
w23b4xe,,60.0
w23b4xe,,60.0
w23b4xe,,60.0
w23b4xe,,60.0
w23b4vf,,50.0
w23b4vf,,60.0
w23b4vf,,60.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b4v0,,40.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b5j0,,50.0
w23b4uu,,40.0
w21z2zm,,50.0
w21z2zm,,50.0
w21z2zm,,50.0
w21z2zm,,50.0
w21z2zm,,50.0
w21z2zm,,50.0
w21z2zm,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2yu,,50.0
w21z2wb,,50.0
w21z2wb,,50.0
w21z2wb,,50.0
w21z2wb,,50.0
w21z2wb,,50.0
w21z2wb,,50.0
w21z2wc,,50.0
w21z2wc,,60.0
w21z2wc,,60.0
w21z2wc,,50.0
w21z2wc,,60.0
w21z2wc,,60.0
w21z2wc,,60.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z2yv,,50.0
w21z8c7,,50.0
w21z8c7,,50.0
w21z8c7,,50.0
w21z8c7,,50.0
w21z8c7,,50.0
w21z8c7,,50.0
w21z8c7,,50.0
w21z8ep,,40.0
w21z8ep,,40.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,70.0
w21z8ep,,50.0
w21z8ep,,40.0
w21z8ep,,40.0
w21z8ep,,50.0
w21z8ep,,50.0
w21z8cw,,50.0
w21z8cw,,70.0
w21z8cw,,70.0
w21z8cw,,70.0
w21z8cw,,70.0
w21zbst,,50.0
w21zbst,,60.0
w21zbst,,60.0
w21zbst,,60.0
w21zbst,,60.0
w21zbst,,60.0
w21zbst,,60.0
w21z8gu,,50.0
w21z2qm,,50.0
w21z2qm,,50.0
w21z2qm,,50.0
w21z2qm,,50.0
w21z2jd,,50.0
w21z2jd,,60.0
w21z2n6,,60.0
w21z2n6,,60.0
w21z2m2,,50.0
w21z2m2,,50.0
w21z2m2,,50.0
w23b4y4,,50.0
w23b4y4,,50.0
w23b4y4,,60.0
w23b4y4,,50.0
w23b4y4,,60.0
w23b4y4,,50.0
w23b4y4,,50.0
w23b4y4,,60.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4y9,,50.0
w23b4vy,,40.0
w23b4vy,,40.0
w23b4vy,,40.0
w21xryw,,50.0
w21xryw,,70.0
w21xryw,,70.0
w21xryw,,50.0
w21xryw,,70.0
w21xrvg,,50.0
w21xrys,,50.0
w21xrys,,70.0
w21xrys,,50.0
w21xrys,,50.0
w21xrys,,50.0
w21xrys,,50.0
w21xrys,,50.0
w21xrys,,50.0
w21z2j9,,60.0
w21z2jc,,50.0
w21z2jc,,50.0
w21z2jc,,60.0
w23b545,,50.0
w23b545,,50.0
w23b545,,50.0
w23b545,,60.0
w23b545,,50.0
w23b545,,50.0
w23b545,,50.0
w23b545,,50.0
w23b545,,50.0
w23b53y,,50.0
w21z81t,,50.0
w21z81t,,50.0
w21z81t,,50.0
w21z81t,,50.0
w21z81t,,50.0
w21z81c,,50.0
w21z81c,,50.0
w21z81c,,60.0
w21z81c,,50.0
w21z81c,,50.0
w21z81c,,60.0
w21z81c,,50.0
w21z81c,,50.0
w21z81c,,60.0
w21z81c,,60.0
w21z81c,,60.0
w21z81c,,50.0
w21z81c,,50.0
w21z841,,50.0
w21z841,,50.0
w21z841,,50.0
w21z841,,50.0
w21z841,,50.0
w21z841,,50.0
w21ztx7,,50.0
w21ztx7,,50.0
w23b55h,,50.0
w23b55h,,40.0
w23b55h,,50.0
w23b55h,,40.0
w23b55h,,50.0
w23b55h,,50.0
w23b55h,,40.0
w23b55h,,40.0
w23b55h,,50.0
w23b55h,,50.0
w23b55h,,50.0
w23b55h,,40.0
w23b55h,,50.0
w23b55h,,50.0
w23b55j,,40.0
w23b55j,,40.0
w23b55j,,50.0
w23b55j,,40.0
w23b55j,,50.0
w23b55j,,40.0
w23b5he,,50.0
w23b5he,,50.0
w23b5he,,50.0
w23b5he,,50.0
w23b5he,,50.0
w23b55f,,40.0
w23b55f,,50.0
w23b55f,,40.0
w23b55f,,40.0
w23b55f,,40.0
w23b55f,,40.0
w23b55f,,40.0
w23b55f,,40.0
w23b55f,,40.0
w23b55f,,40.0
w23b54b,,50.0
w23b54b,,40.0
w23b54b,,40.0
w23b54b,,40.0
w23b54b,,40.0
w23b54b,,40.0
w23b54b,,40.0
w23b54b,,40.0
w23b54b,,50.0
w23b54b,,50.0
w23b54b,,50.0
w21zts5,,50.0
w21zts5,,50.0
w21zts5,,50.0
w21ztym,,50.0
w21ztym,,50.0
w21zttv,,50.0
w21zttv,,90.0
w21z9ng,,40.0
w21z9ng,,40.0
w21z9ng,,40.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21z7pj,,50.0
w21zszs,,50.0
w21zszs,,50.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21zszs,,60.0
w21z80b,,50.0
w21z80b,,50.0
w21z80b,,50.0
w21z856,,50.0
w21z856,,50.0
w21z856,,50.0
w21z856,,50.0
w21z856,,50.0
w21z856,,50.0
w21z856,,50.0
w21z852,,50.0
w21z852,,50.0
w21z817,,50.0
w21z8kb,,50.0
w21z8kb,,50.0
w21z8kb,,50.0
w21z8kb,,60.0
w21z8kb,,70.0
w21z8kb,,70.0
w21z8kb,,70.0
w21z8kb,,70.0
w21z9kg,,40.0
w21z9kg,,40.0
w21z9kg,,40.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5j,,50.0
w21zs5m,,50.0
w21zs5m,,50.0
w21zs5m,,50.0
w21z9u5,,50.0
w21z9u5,,50.0
w21z9u5,,50.0
w21zs5p,,50.0
w21zs5p,,50.0
w21zs5p,,50.0
w21zs5p,,50.0
w21zs5p,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21zs4x,,50.0
w21z9jg,,60.0
w21xxvz,,70.0
w21xxvz,,70.0
w21xxvz,,70.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,40.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,50.0
w21z8mu,,40.0
w21xxy0,,50.0
w21xxy0,,50.0
w21xxy0,,50.0
w21xxy0,,60.0
w21xxy0,,50.0
w21xxy0,,50.0
w21xxy0,,50.0
w21xxy0,,50.0
w21xxy0,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21z7vp,,50.0
w21zs0m,,50.0
w21zs0m,,50.0
w21zs04,,50.0
w21zs04,,50.0
w21zs04,,50.0
w21zs3e,,50.0
w21zs3e,,50.0
w21zs3e,,50.0
w21xxwr,,50.0
w21xxwr,,60.0
w21xxwr,,60.0
w21xxwr,,50.0
w21xxwr,,50.0
w21xxwr,,60.0
w21z8vp,,40.0
w21z8vp,,40.0
w21z8vp,,40.0
w21z8vp,,40.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9j2,,50.0
w21z9h9,,60.0
w21z9h9,,60.0
w21z9jp,,60.0
w21z8vz,,50.0
w21z8vz,,50.0
w21xx82,,50.0
w21xx82,,50.0
w21xxc1,,50.0
w21xxc1,,50.0
w21xxc1,,50.0
w21xxc4,,15.0
w21xxc4,,50.0
w21xxc4,,50.0
w21xxc4,,50.0
w21xxf5,,50.0
w21xxf5,,50.0
w21xxf5,,50.0
w23b15y,,50.0
w23b15y,,60.0
w23b15y,,60.0
w21xxff,,50.0
w21xxff,,50.0
w21xxff,,50.0
w21xxcw,,50.0
w21xxcw,,50.0
w21xxcw,,70.0
w21xxcw,,70.0
w21xxcw,,70.0
w21xxcw,,70.0
w21xxcw,,70.0
w21xxcw,,70.0
w21xxcy,,50.0
w21xxcy,,60.0
w21xxcy,,70.0
w21xxcy,,60.0
w21xxcy,,70.0
w21xxcy,,60.0
w21xxcy,,70.0
w21xxcy,,60.0
w21xxcy,,70.0
w21xxcy,,60.0
w21xxcy,,60.0
w21xxcy,,70.0
w21xxcy,,70.0
w21xxcy,,60.0
w21xxcv,,50.0
w21xxcv,,60.0
w21xxcv,,60.0
w21xxcv,,60.0
w21xxcv,,60.0
w21xxcv,,60.0
w21xx8d,,40.0
w21xx8d,,70.0
w21xx8d,,40.0
